PCE,VOC,JSC,FF
6.07,690.0,13.82,0.64
8.65,713.0,16.48,0.74
9.32,752.0,16.76,0.74
6.2,597.0,16.2,0.638
7.3,670.0,15.85,0.689
7.9,716.0,15.14,0.723
6.2,695.0,14.0,0.64
4.7,711.0,11.4,0.58
4.1,690.0,11.73,0.51
7.3,675.0,15.05,0.693
7.02,736.0,13.89,0.687
6.85,750.0,15.5,0.59
7.15,740.0,15.87,0.61
8.93,760.0,18.61,0.63
5.75,734.0,12.64,0.62
8.0,700.0,16.9,0.68
5.5,775.0,9.8,0.73
7.9,713.0,16.1,0.69
5.25,777.0,8.63,0.63
7.9,650.0,17.2,0.71
7.39,620.0,18.13,0.66
8.24,712.0,17.177,0.6736
8.84,783.0,16.91,0.67
4.53,572.0,11.22,0.706
7.9,650.0,17.2,0.71
8.83,774.0,16.72,0.68
6.4,606.0,14.74,0.716
8.1,710.0,17.95,0.64
6.93,678.0,17.02,0.6007
8.32,728.0,17.48,0.65
8.47,720.0,16.99,0.69
7.88,732.1,16.57,0.65
6.56,730.0,12.59,0.72
7.69,780.0,14.89,0.6318
7.8,728.3,14.71,0.7285
8.0,699.0,16.9,0.68
8.1,710.0,17.95,0.64
7.13,650.0,14.94,0.73
4.2,670.0,11.0,0.627
6.0,700.0,13.3,0.641
4.1,740.0,9.5,0.592
6.1,700.0,13.6,0.636
5.3,720.0,15.0,0.582
7.7,710.0,16.9,0.642
7.0,720.0,14.1,0.691
8.1,720.0,16.0,0.701
5.09,720.0,12.77,0.55
5.8,747.2,10.4,0.7469
7.11,730.0,14.24,0.68
7.56,760.0,15.05,0.66
7.5,725.8,14.8,0.6997
2.01,710.0,5.15,0.68
4.72,710.0,10.01,0.72
5.62,611.0,13.12,0.702
4.47,670.0,9.68,0.71
8.2,730.0,16.81,0.69
8.15,800.0,14.15,0.72
3.98,640.0,10.08,0.593
7.2,810.0,14.55,0.61
8.17,719.0,15.15,0.75
7.02,747.0,15.15,0.62
3.5,727.0,7.01,0.69
1.6,722.0,2.86,0.79
0.74,621.0,1.66,0.72
5.92,710.0,11.63,0.72
5.31,700.0,8.62,0.768
6.25,600.0,9.06,0.7377
5.41,634.0,8.9,0.7691
6.38,601.0,9.33,0.7358
5.88,740.0,9.16,0.7768
6.66,730.0,9.85,0.7217
3.2,579.0,7.61,0.732
3.8,584.0,8.9,0.74
3.4,699.0,6.36,0.757
3.2,720.0,6.8,0.67
4.0,750.0,8.3,0.64
2.7,690.0,6.4,0.59
3.5,730.0,7.3,0.63
1.44,520.0,4.48,0.61
1.26,560.0,3.11,0.72
1.47,550.0,3.87,0.68
8.44,724.0,17.6,0.66
7.84,750.0,16.29,0.64
4.9,740.0,9.5,0.7
4.3,630.0,0.97,0.69
6.3,790.0,10.3,0.77
5.45,650.0,12.67,0.67
6.1,790.0,10.1,0.77
6.3,790.0,10.5,0.76
9.1,760.0,16.1,0.74
8.9,750.0,16.5,0.72
9.12,744.0,17.8,0.69
8.64,710.0,16.7,0.73
5.356,661.0,13.88,0.584
7.51,772.0,14.32,0.68
7.08,750.0,15.4,0.61
6.39,750.0,13.31,0.641
7.2,780.0,13.65,0.676
7.39,620.0,18.13,0.66
9.63,806.0,17.65,0.68
9.2,836.0,14.79,0.746
8.96,730.0,16.74,0.73
5.09,820.0,9.27,0.67
7.89,699.0,18.06,0.625
8.26,754.0,16.68,0.657
5.91,727.0,11.95,0.68
7.26,740.0,15.62,0.62
7.9,750.0,17.47,0.6
10.19,800.0,17.91,0.71
6.57,690.0,12.77,0.75
9.16,750.0,18.44,0.67
7.29,745.0,15.3,0.64
7.24,804.6,12.5,0.7241
4.65,745.0,9.32,0.67
8.57,760.0,16.12,0.7
7.93,770.0,14.65,0.7
7.0,760.0,14.59,0.63
7.25,750.0,13.86,0.7
7.23,780.0,13.84,0.6704
6.52,630.0,11.32,0.738
7.69,620.0,18.7,0.66
7.64,718.0,17.79,0.6
7.86,726.0,16.33,0.66
6.7,756.0,11.95,0.74
6.7,660.0,17.37,0.6
6.7,756.0,11.95,0.74
7.47,689.0,16.1,0.67
7.47,689.0,16.1,0.67
7.93,765.0,14.94,0.69
8.62,665.0,18.6,0.7
7.65,750.0,16.4,0.619
6.16,695.0,14.03,0.63
5.71,650.0,15.24,0.57
8.16,750.0,15.59,0.7
6.16,695.0,14.03,0.63
7.9,692.0,16.8,0.68
7.41,730.0,16.1,0.64
4.37,770.0,8.19,0.69
5.79,760.0,11.48,0.66
7.19,720.0,15.65,0.64
7.23,740.0,14.58,0.67
7.46,720.0,15.04,0.69
8.19,770.0,15.54,0.68
9.27,828.0,15.44,0.725
8.12,727.0,16.18,0.69
8.12,740.0,15.8,0.69
4.86,610.0,14.04,0.57
7.83,804.0,13.91,0.7
4.1,690.0,11.73,0.51
7.47,689.0,16.1,0.67
8.32,730.0,18.0,0.63
7.82,740.0,16.7,0.63
7.82,734.0,16.9,0.63
7.36,760.0,16.4,0.59
7.79,648.0,18.5,0.65
4.41,640.0,9.87,0.69
4.34,650.0,9.44,0.7
4.54,650.0,10.05,0.68
9.19,716.0,1.56,0.78
9.38,760.0,8.21,0.77
9.09,774.0,15.8,0.75
10.2,702.0,1.74,0.79
10.4,746.0,9.22,0.77
9.52,679.0,1.68,0.79
10.1,729.0,9.01,0.78
7.51,639.0,1.42,0.79
8.34,695.0,7.8,0.78
2.03,542.0,7.14,0.52
1.43,504.0,5.1,0.56
2.68,543.0,8.85,0.56
0.97,590.0,2.44,0.68
1.82,657.0,3.87,0.71
2.56,669.0,5.4,0.71
7.67,680.0,15.6,0.73
10.4,640.0,5.0,0.76
10.4,660.0,7.9,0.76
10.3,670.0,11.5,0.74
10.0,720.0,18.2,0.73
9.5,791.0,16.55,0.71
10.25,800.0,17.5,0.73
10.29,799.0,17.6,0.73
9.97,789.0,17.8,0.71
9.74,789.0,17.89,0.69
9.83,783.0,17.29,0.72
10.22,772.0,18.28,0.72
11.18,846.0,17.73,0.75
8.23,740.0,16.57,0.67
6.5,740.0,14.0,0.63
5.5,670.0,13.5,0.61
6.1,730.0,13.5,0.62
8.64,708.0,16.738,0.73
8.4,800.0,15.7,0.67
8.16,750.0,15.59,0.7
6.05,750.0,10.82,0.7457
6.73,740.0,12.67,0.72
7.03,750.0,13.48,0.7
5.47,794.0,9.27,0.74
6.16,769.0,10.97,0.73
7.27,786.0,13.08,0.71
5.98,625.0,13.9,0.688
6.92,626.0,15.79,0.701
4.89,591.0,12.06,0.687
8.15,630.0,19.73,0.656
5.57,590.0,14.28,0.661
6.36,587.0,15.21,0.713
3.46,545.0,9.83,0.646
7.21,600.0,17.11,0.702
3.71,565.0,10.3,0.638
5.55,608.0,12.74,0.717
3.78,557.0,10.12,0.674
7.01,607.0,16.47,0.702
4.28,589.0,11.05,0.658
6.5,740.0,13.4,0.66
7.0,800.0,13.7,0.63
6.3,760.0,12.8,0.65
6.2,700.0,13.2,0.68
3.75,481.0,10.31,0.698
2.57,489.0,9.68,0.682
1.34,483.0,3.5,0.728
8.35,622.0,18.1,0.7379
7.87,730.0,15.92,0.67
7.8,799.0,13.4,0.73
8.67,751.0,17.51,0.66
7.16,700.0,13.54,0.76
7.74,783.0,15.58,0.635
6.98,703.0,14.29,0.673
6.18,672.0,15.43,0.6
7.27,742.0,14.39,0.68
7.59,783.3,13.6,0.7126
8.36,780.0,16.0,0.67
8.97,710.0,17.2,0.72
7.82,620.0,17.5,0.72
6.7,760.0,14.3,0.62
7.83,760.0,16.96,0.61
6.5,720.0,15.15,0.6
7.69,730.0,16.77,0.63
8.15,675.0,18.87,0.64
8.32,710.0,15.87,0.738
9.75,760.0,17.33,0.74
7.3,665.0,16.63,0.66
6.17,667.0,12.47,0.74
6.17,670.0,12.13,0.74
7.83,669.0,19.87,0.59
4.71,420.0,16.49,0.627
5.38,644.0,12.28,0.68
7.35,750.0,14.96,0.66
6.41,740.0,15.17,0.57
8.15,800.0,14.15,0.72
9.02,745.0,17.01,0.71
8.61,720.0,18.41,0.65
6.24,750.0,10.99,0.76
7.38,770.0,14.33,0.67
7.31,731.0,16.28,0.614
6.04,683.0,15.9,0.559
9.42,714.0,19.42,0.68
7.88,750.0,16.65,0.63
6.619,754.0,12.909,0.68
6.32,730.0,13.13,0.66
9.16,750.0,18.44,0.67
9.02,730.0,17.33,0.72
6.97,700.0,14.98,0.67
9.01,769.0,17.43,0.67
2.54,681.0,5.53,0.674
6.22,535.0,19.38,0.61
8.64,710.0,16.7,0.73
7.87,741.0,18.04,0.589
9.32,730.0,18.5,0.69
5.11,741.0,12.32,0.56
5.51,686.0,13.5,0.6
5.61,687.0,13.85,0.58
4.21,378.0,17.67,0.581
4.59,418.0,17.59,0.576
4.66,423.0,17.75,0.572
4.74,435.0,17.31,0.58
4.8,442.0,14.95,0.669
5.36,660.0,15.13,0.54
6.63,678.0,14.22,0.69
7.73,741.0,15.98,0.653
8.5,737.0,16.02,0.72
5.79,771.0,10.89,0.69
7.6,724.0,15.74,0.67
10.21,751.0,20.9,0.65
8.2,741.0,16.56,0.668
7.7,750.0,15.6,0.66
8.02,746.0,15.12,0.71
7.47,689.0,16.1,0.67
6.33,703.0,13.5,0.67
8.03,741.0,15.2,0.71
7.53,734.0,16.0,0.64
8.34,731.0,17.33,0.6579999999999999
9.5,740.0,17.3,0.745
7.46,685.0,15.51,0.702
9.2,720.0,17.7,0.72
8.3,734.0,15.7,0.72
7.7,730.0,14.8,0.71
8.94,669.0,17.57,0.761
5.03,760.0,9.3,0.71
2.26,679.0,24.2,0.69
1.75,742.0,19.1,0.64
2.06,764.0,21.2,0.65
7.8,742.0,14.6,0.719
6.7,726.0,12.95,0.709
6.0,701.0,12.16,0.699
8.32,739.0,15.49,0.72
5.5,740.0,14.2,0.52
6.6,728.0,12.88,0.704
6.65,678.0,14.85,0.66
6.73,666.0,15.2,0.666
7.64,750.0,17.68,0.61
6.14,650.0,14.54,0.65
7.31,710.0,15.37,0.67
6.36,680.0,14.16,0.66
4.1,630.0,9.8,0.66
8.9,660.0,19.0,0.7
7.7,660.0,21.32,0.54
8.42,690.0,18.4,0.664
4.0,799.0,6.84,0.737
6.0,784.0,10.46,0.73
7.5,773.0,13.41,0.724
1.6,520.0,4.28,0.58
2.3,620.0,5.5,0.54
2.7,680.0,5.35,0.6
2.4,680.0,4.68,0.6
1.8,620.0,3.92,0.6
1.6,610.0,3.5,0.6
7.61,707.0,15.08,0.714
9.1,769.0,16.46,0.718
4.83,796.3,8.57,0.707
6.53,763.8,11.98,0.714
7.54,766.3,13.65,0.72
9.0,767.2,16.37,0.717
3.88,777.0,6.77,0.737
5.85,768.0,10.29,0.74
7.18,738.0,13.31,0.731
9.05,730.0,17.13,0.724
8.8,715.82,16.5,0.745
9.0,760.0,16.28,0.73
8.85,730.0,16.85,0.72
8.51,784.0,16.9,0.642
7.83,760.0,16.96,0.61
7.0,814.0,12.0,0.72
5.2,737.0,9.3,0.76
6.15,660.0,14.35,0.65
6.15,660.0,14.35,0.65
7.52,717.0,17.0,0.62
4.2,620.0,9.7,0.69
0.9,500.0,2.3,0.63
9.22,660.0,19.6,0.71
9.07,684.0,19.8,0.67
10.81,700.0,21.61,0.716
10.89,689.0,22.23,0.711
10.92,689.0,21.83,0.726
10.92,691.0,22.11,0.715
6.1,710.0,16.5,0.53
9.37,780.0,17.03,0.7
5.1,690.0,11.6,0.62
8.54,720.0,16.8,0.707
6.89,720.0,13.9,0.688
8.75,720.0,17.33,0.701
9.22,720.0,19.49,0.657
9.22,660.0,19.6,0.71
8.86,720.0,16.92,0.727
6.44,670.0,14.15,0.68
9.16,789.0,15.94,0.73
9.57,777.0,16.81,0.73
8.81,762.0,15.85,0.73
7.6,705.0,16.2,0.67
2.34,432.0,9.4,0.578
2.61,422.0,11.12,0.557
1.7,455.0,2.76,0.567
1.01,410.0,1.97,0.527
7.64,730.0,15.9,0.66
7.33,740.0,15.1,0.66
6.9,660.0,18.13,0.58
6.2,740.0,11.22,0.75
4.6,670.0,11.51,0.7
5.3,708.0,11.28,0.66
10.1,769.0,19.9,0.657
5.5,620.0,13.98,0.63
7.86,740.0,18.0,0.59
10.31,787.0,18.19,0.72
1.99,735.0,3.63,0.75
7.14,787.0,12.27,0.74
9.36,740.0,18.31,0.69
7.03,698.0,15.6,0.62
6.3,698.0,16.77,0.54
5.75,699.0,13.1,0.63
4.3,488.0,16.77,0.57
3.9,800.0,7.2,0.67
8.01,735.0,15.84,0.69
8.44,735.0,16.66,0.69
7.44,750.0,17.44,0.61
7.68,780.0,15.28,0.66
6.49,700.0,14.62,0.61
7.7,780.0,15.3,0.66
5.85,730.0,12.57,0.64
4.11,610.0,10.76,0.63
4.99,460.0,0.05,0.68
5.05,460.0,0.05,0.68
2.77,370.0,0.009,0.541
8.62,665.0,18.6,0.7
6.31,710.0,13.25,0.67
6.4,714.0,14.2,0.63
7.83,669.0,19.87,0.59
7.93,718.0,15.34,0.72
8.07,690.0,16.7,0.7
7.49,730.0,14.66,0.7
5.71,710.0,11.54,0.7
5.67,460.0,0.06,0.69
8.26,740.0,15.9,0.7
7.99,740.0,17.2,0.63
7.15,750.0,14.06,0.67
8.2,730.0,16.81,0.69
8.22,751.0,14.81,0.74
7.8,740.0,16.8,0.63
2.91,730.0,7.52,0.54
4.31,580.0,11.01,0.67
4.83,610.0,11.91,0.66
1.24,500.0,3.83,0.65
3.7,580.0,9.8,0.65
4.73,610.0,12.27,0.63
3.52,590.0,9.83,0.61
4.43,670.0,10.34,0.64
7.58,728.0,14.89,0.7
7.43,915.0,16.04,0.71
5.31,939.0,10.17,0.75
3.1,960.0,6.16,0.53
0.59,540.0,1.61,0.68
2.0,650.0,4.42,0.7
0.87,602.0,2.0,0.72
9.08,725.0,8.02,0.8
8.76,698.0,1.47,0.81
9.1,749.0,7.87,0.79
10.1,761.0,17.9,0.74
7.13,700.0,16.3,0.63
9.81,745.0,17.6,0.75
7.44,684.0,16.9,0.65
8.23,716.0,15.2,0.76
7.73,680.0,16.6,0.68
9.02,745.0,17.01,0.71
8.2,765.0,17.2,0.62
7.91,771.0,16.0,0.641
9.12,744.0,17.8,0.69
9.02,745.0,17.01,0.71
8.52,768.0,16.0,0.695
8.1,772.0,15.8,0.664
7.98,700.0,17.13,0.66
2.77,610.0,6.7,0.68
7.85,720.0,14.89,0.732
9.6,710.0,19.0,0.71
9.8,750.0,18.79,0.7
2.87,583.0,9.29,0.53
9.29,736.0,17.06,0.74
9.38,751.0,16.89,0.74
7.42,730.0,13.9,0.727
1.12,618.0,2.6,0.6
7.95,762.0,17.4,0.6
7.49,730.0,14.66,0.7
7.76,740.0,15.53,0.68
7.29,695.0,17.02,0.6165
9.41,810.0,16.29,0.71
8.09,750.0,15.58,0.692
4.57,692.0,11.39,0.58
7.1,707.0,14.4,0.69
6.4,606.0,14.74,0.716
6.52,650.0,14.33,0.7
7.1,700.0,14.48,0.7
8.64,710.0,16.7,0.73
9.12,744.0,17.8,0.69
7.57,820.0,10.7,0.86
7.56,810.0,11.21,0.83
7.5,730.0,14.8,0.7
7.0,610.0,16.5,0.71
7.49,760.0,15.27,0.65
8.28,720.0,17.86,0.65
7.48,740.0,15.08,0.67
7.05,720.0,16.1,0.61
8.15,675.0,18.87,0.64
7.91,701.0,15.84,0.713
8.31,750.0,16.08,0.67
7.7,675.0,15.4,0.718
7.19,720.0,15.12,0.66
6.3,730.0,13.6,0.63
6.45,690.0,13.42,0.7113
6.74,700.0,13.83,0.7036
7.65,770.0,14.89,0.67
0.61,511.0,2.23,0.52
4.0,660.0,8.9,0.68
2.4,569.0,5.9,0.71
1.9,532.0,4.8,0.74
4.8,673.0,10.7,0.67
5.5,712.0,10.9,0.71
0.73,627.0,1.49,0.782
0.99,671.0,1.93,0.761
6.7,760.0,12.25,0.72
6.07,770.0,10.67,0.74
6.03,700.0,14.22,0.6
7.4,800.0,13.09,0.7
7.17,780.0,14.38,0.64
5.08,642.0,12.33,0.64
7.7,733.0,14.7,0.71
6.2,722.0,11.5,0.75
4.41,610.0,10.28,0.7
3.54,590.0,8.46,0.7
3.43,620.0,8.01,0.7
2.6,610.0,5.78,0.74
5.69,690.0,11.46,0.72
5.0,670.0,10.35,0.72
7.33,777.0,14.87,0.63
6.44,816.0,12.61,0.63
2.4,722.0,4.5,0.73
3.6,724.0,6.7,0.74
3.3,760.0,6.22,0.69
2.5,541.0,6.7,0.7
6.3,779.0,10.8,0.75
5.6,610.0,12.7,0.72
5.8,719.0,10.5,0.76
4.91,642.0,11.26,0.68
5.26,642.0,11.45,0.72
4.67,656.0,10.01,0.71
7.09,723.0,14.43,0.68
8.08,735.0,16.45,0.68
7.47,735.0,15.06,0.68
5.4,670.0,12.91,0.63
4.5,670.0,10.47,0.54
6.18,670.0,14.86,0.62
2.43,640.0,5.73,0.66
7.14,704.0,14.2,0.7141
6.46,723.0,11.78,0.7584
6.12,784.0,9.99,0.782
8.6,677.0,1.49,0.81
8.97,743.0,15.6,0.78
8.79,766.0,15.1,0.76
6.52,733.0,13.7,0.649
6.95,742.0,14.6,0.642
7.64,763.0,15.8,0.634
7.39,710.0,15.6,0.667
4.63,598.0,12.7,0.61
3.54,579.0,10.6,0.58
3.6,580.0,10.7,0.58
2.9,558.0,8.56,0.61
6.15,680.0,13.5,0.67
6.9,725.0,14.0,0.68
6.32,730.0,13.13,0.66
5.74,776.0,10.32,0.716
5.99,640.0,13.0,0.72
7.59,753.0,14.2,0.71
4.43,650.0,10.5,0.65
6.0,657.0,12.46,0.734
5.209,637.0,11.199,0.73
4.483,633.0,9.96,0.711
4.763,654.0,10.08,0.724
5.194,681.0,10.554,0.724
4.91,754.0,7.97,0.817
5.47,766.0,8.99,0.794
7.3,779.0,11.78,0.796
5.64,690.0,11.32,0.72
3.97,650.0,9.15,0.67
4.34,670.0,9.44,0.69
4.03,620.0,9.56,0.68
3.87,630.0,9.14,0.68
2.96,660.0,6.77,0.67
2.79,650.0,6.28,0.68
3.41,650.0,7.87,0.67
3.43,650.0,7.63,0.69
3.46,660.0,7.83,0.67
3.53,660.0,7.83,0.68
4.15,680.0,8.64,0.71
2.0,600.0,4.42,0.74
0.99,600.0,2.98,0.55
1.37,590.0,3.36,0.69
6.36,730.0,13.14,0.66
5.96,760.0,11.22,0.6969
3.2,660.0,6.51,0.7472
1.12,600.0,2.52,0.7407
1.61,600.0,3.51,0.7662
1.64,620.0,3.52,0.74
1.55,560.0,3.76,0.74
2.98,590.0,6.95,0.731
3.12,610.0,6.97,0.738
2.21,472.0,8.67,0.541
1.44,427.0,4.85,0.696
1.51,459.0,4.69,0.7
1.52,476.0,4.47,0.715
3.44,620.0,8.25,0.68
4.44,660.0,10.09,0.66
7.39,740.0,14.56,0.68
9.15,700.0,19.14,0.69
8.79,666.0,17.84,0.74
4.52,651.0,9.93,0.7
6.09,667.0,12.85,0.71
5.65,659.0,12.46,0.69
5.21,641.0,12.37,0.66
