VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Active area,Dye loading,Co-adsorbent,Co-sensitizer,Has_Coadsorbent,Has_Cosensitizer
590.0,6.44,0.58,2.2,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,-,-,0,0
680.0,11.08,0.57,4.23,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,2 mM cholic acid,-,1,0
540.0,6.85,0.64,2.35,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,2 mM cholic acid,-,1,0
500.0,5.38,0.62,1.68,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,-,-,0,0
620.0,5.85,0.68,2.45,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,2 mM cholic acid,-,1,0
570.0,5.55,0.65,2.07,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,-,-,0,0
590.0,4.4,0.66,1.71,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,2 mM cholic acid,-,1,0
560.0,3.67,0.67,1.36,acetonitrile–ethylene carbonate (v/v = 1:4) mixed solution containing tetrabutylammonium iodide (0.5 mol/dm3) and iodine (0.05 mol/dm3),ZnO film,0.2,-,2 mM cholic acid,-,1,0
706.0,6.61,0.58,2.69,"2,2',7,7'-tetrakis-(N,N-di-p-methoxyphenyl-amino)-9,9'-spiro-
bifluorene (spiro-OmeTAD)",TiO2 2 uM,0.29,-,-,-,0,0
483.0,3.5,0.728,1.34,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
483.0,3.5,0.728,1.34,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
489.0,9.68,0.682,2.57,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
489.0,9.68,0.682,2.57,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
481.0,10.31,0.698,3.75,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
481.0,10.31,0.698,3.75,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
442.0,14.95,0.669,4.8,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
442.0,14.95,0.669,4.8,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
420.0,16.49,0.627,4.71,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
420.0,16.49,0.627,4.71,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
435.0,17.31,0.58,4.74,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
435.0,17.31,0.58,4.74,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
423.0,17.75,0.572,4.66,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
423.0,17.75,0.572,4.66,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
418.0,17.59,0.576,4.59,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
418.0,17.59,0.576,4.59,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
378.0,17.67,0.581,4.21,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 uM treated with hydrochloric acid,0.212,-,-,-,0,0
378.0,17.67,0.581,4.21,"0.1 mol/dm3 LiI, 0.6 mol/dm3 N-methyl-4-methylpyridinium iodide, and 0.05 mol/dm3 I2 in PC",TiO2 5 um treated with hydrochloric acid,0.212,-,-,-,0,0
446.0,15.9,0.58,4.6,"0.5 mol/dm3 LiI, 0.05 mol/dm3 I2, and 0.6 mol/dm3 PyI in PC",TiO2 5uM,0.188,210 nmol/cm2,-,-,0,0
532.1,8.15,0.72,3.14,"0.6 M DMPII, 0.05 M LiI, 0.05 M I2, and 0.05M TBP in ACN",TiO2 film (12 uM thick + 4 uM scattering layer),0.25,65 nmol/cm2,5 mM CDCA,-,1,0
531.8,8.91,0.69,3.29,"0.6 M DMPII, 0.05 M LiI, 0.05 M I2, and 0.05M TBP in ACN",TiO2 film (12 uM thick + 4 uM scattering layer),0.25,66 nmol/cm2,5 mM CDCA,-,1,0
545.1,8.95,0.69,3.39,"0.6 M DMPII, 0.05 M LiI, 0.05 M I2, and 0.05M TBP in ACN",TiO2 film (12 uM thick + 4 uM scattering layer),0.25,67 nmol/cm2,5 mM CDCA,-,1,0
630.0,11.8,0.72,5.35,AN-50,TiO2 film (10 um transparent + 4 um scattering layer),0.16,-,0.4 mM CDCA,N719,1,1
650.0,8.2,0.71,3.8,"0.60 M 2,3-dimethyl-1-propyl imidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,0.093 nmol/cm2,2 equiv CDCA,-,1,0
480.0,12.3,0.61,4.0,"0.5 mol/dm3 LiI, 0.05 mol/dm3 I2, and 0.6 mol/dm3 PyI in PC",TiO2 5uM,0.188,53 nmol/cm2,-,-,0,0
492.0,14.5,0.56,4.4,"0.5 mol/dm3 LiI, 0.05 mol/dm3 I2, and 0.6 mol/dm3 PyI in PC",TiO2 5uM,0.188,52 nmol/cm2,-,-,0,0
560.0,4.03,0.64,1.46,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,-,-,0,0
580.0,4.39,0.65,1.66,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,-,-,0,0
600.0,5.09,0.69,2.09,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,-,-,0,0
610.0,5.31,0.67,2.17,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,-,-,0,0
600.0,5.4,0.71,2.29,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,-,-,0,0
630.0,8.12,0.69,3.53,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
570.0,6.63,0.7,2.65,"LiI (500 mM), iodine (50 mM), t-utylpyridine (580 mM), MeEtIm-DCA (ethylmethylimidazolium dicyanoimide) (4:6 w/w)",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
570.0,6.36,0.68,2.46,"LiI (500 mM), Iodine (50 mM), t-utylpyridine (580 mM) and MeEtIm-DCA (ethyl-methylimidazolium dicyanoimide)(4:6 wt/wt) (600 mM) in acetonitrile",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
590.0,7.13,0.66,2.76,"LiI (500 mM), Iodine (50 mM), t-utylpyridine (580 mM) and MeEtIm-DCA (ethyl-methylimidazolium dicyanoimide)(4:6 wt/wt) (600 mM) in acetonitrile",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
560.0,6.63,0.7,2.65,"LiI (500 mM), Iodine (50 mM), t-utylpyridine (580 mM) and MeEtIm-DCA (ethyl-methylimidazolium dicyanoimide)(4:6 wt/wt) (600 mM) in acetonitrile",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
600.0,7.68,0.67,3.08,"LiI (500 mM), Iodine (50 mM), t-utylpyridine (580 mM) and MeEtIm-DCA (ethyl-methylimidazolium dicyanoimide)(4:6 wt/wt) (600 mM) in acetonitrile",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
620.0,7.5,0.72,3.36,"LiI (500 mM), Iodine (50 mM), t-utylpyridine (580 mM) and MeEtIm-DCA (ethyl-methylimidazolium dicyanoimide)(4:6 wt/wt) (600 mM) in acetonitrile",TiO2 12uM,0.25,-,2.5 mM CDCA,-,1,0
510.0,6.03,0.65,2.03,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,2 mM CDCA,-,1,0
520.0,7.72,0.61,2.44,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,24 mM CDCA,-,1,0
500.0,10.1,0.53,2.63,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,10 mM CDCA,-,1,0
380.0,3.9,0.67,1.0,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,24 mM CDCA,-,1,0
400.0,6.98,0.56,1.54,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,10 mM CDCA,-,1,0
390.0,6.45,0.54,1.38,"0.03 M I2, 0.05 M LiI, and 0.6 M DMPImI in acetonitrile/valeronitrile (85/15(v/v)",TiO2 15uM,0.25,-,10 mM CDCA,-,1,0
766.0,6.14,0.69,3.23,"0.1 M LiI, 0.05 M I 2 and 0.5 M TBP in dry acetonitrile",TiO2 2.5 um thick,0.196,-,-,-,0,0
770.0,11.1,0.69,5.9,"0.22 M [Co(bpy)2]2+, 0.05 M [Co(bpy)3]3+, 0.1 M LiClO4 and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film 13 um thick,0.25,-,-,-,0,0
620.0,10.7,0.7,4.6,"0.05 M I2, 0.3 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,-,2 equiv CDCA,-,1,0
630.0,14.1,0.63,5.46,"0.05 M I2, 0.3 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,-,2 equiv CDCA,-,1,0
670.0,13.9,0.64,5.91,"0.05 M I2, 0.3 M LiI, 0.6 M butylmethylimidazolium iodide, 0.5 M 4-tert-butylpyridine in 4:1 acetonitrile/valeronitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,-,2 equiv CDCA,-,1,0
640.0,13.0,0.67,5.5,"0.60 M 2,3-dimethyl-1-propyl imidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,0.073 nmol/cm2,2 equiv CDCA,-,1,0
720.0,13.1,0.69,6.5,"0.60 M 2,3-dimethyl-1-propyl imidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,0.09 nmol/cm2,2 equiv CDCA,-,1,0
720.0,9.4,0.64,4.4,"0.60 M 2,3-dimethyl-1-propyl imidazolium iodide, 0.05 M I2, 0.10 M LiI, and 0.50 M 4-tert-butylpyridine in an acetonitrile",TiO2 film (12 um transparent + 4 um scattering layer),0.25,0.1 nmol/cm2,2 equiv CDCA,-,1,0
547.0,6.11,0.66,2.21,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2) and 0.1 M tert-butylpyridine (TBP) in dry acetonitrile",TiO2 2.7 um thick,0.196,-,-,-,0,0
730.0,11.67,0.7079,6.04,"0.06 M LiI, 0.03 M I2, 0.6 M 1,2-dimethyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film 18 um thick,0.159,113 nmol/cm2,-,-,0,0
670.0,6.19,0.7409,3.08,"0.06 M LiI, 0.03 M I2, 0.6 M 1,2-dimethyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film 18 um thick,0.159,121 nmol/cm2,-,-,0,0
600.0,3.64,0.6597,1.44,"0.06 M LiI, 0.03 M I2, 0.6 M 1,2-dimethyl-3-propylimidazolium iodide, and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film 18 um thick,0.159,114 nmol/cm2,-,-,0,0
391.0,9.06,0.55,1.96,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile,TiO2 film (12 uM thick + 4 uM scattering layer),0.283,-,30 mM CDCA,-,1,0
530.0,8.42,0.65,2.94,"0.6 M BMII, 0.03 M I2 , 0.1 M LiI",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
450.0,10.19,0.6,2.8,"0.6 M BMII, 0.03 M I2, 0.5 M LiI",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
430.0,10.21,0.59,2.63,"0.6 M BMII, 0.03 M I2, 1 M LiI",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
610.0,2.45,0.74,1.11,"0.6 M BMII, 0.03 M I2 , 0.05 M LiI, 0.05 M GuSCN, 0.25 M tbp",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
550.0,1.87,0.69,0.7,electrolyte from Dyesol,TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
520.0,5.9,0.68,2.11,"0.6 M BMII, 0.03 M I2 , 0.1 M LiI",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
520.0,6.76,0.64,2.23,"0.6 M BMII, 0.03 M I2 , 0.1 M LiI",TiO2 film (11.5 uM thick + 3.5 uM scattering layer),0.25,-,10 mM CDCA,-,1,0
719.0,9.9,0.68,4.83,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN",TiO2 film (12 + 4 um thick),0.196,-,-,-,0,0
722.0,11.4,0.68,5.55,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN",TiO2 film (12 + 4 um thick),0.196,-,0.4 mM CDCA,-,1,0
738.0,12.0,0.68,6.05,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN",TiO2 film (12 + 4 um thick),0.196,-,-,-,0,0
741.0,13.2,0.68,6.65,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN",TiO2 film (12 + 4 um thick),0.196,-,0.4 mM CDCA,-,1,0
740.0,9.1,0.71,4.8,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.15 M I2, 0.5 M n-butylbenzimidazole and 0.1 M guanidiniumthiocyanate (GuNCS) in 3-methoxypropionitrile",TiO2 film 3.3 um thick,0.158,-,-,-,0,0
720.0,12.5,0.7,6.3,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.15 M I2, 0.5 M n-butylbenzimidazole and 0.1 M guanidiniumthiocyanate (GuNCS) in 3-methoxypropionitrile",TiO2 film 5.5 um thick,0.158,-,-,-,0,0
710.0,15.3,0.71,7.7,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.15 M I2, 0.5 M n-butylbenzimidazole and 0.1 M guanidiniumthiocyanate (GuNCS) in 3-methoxypropionitrile",TiO2 film (7 um thick + 5 um scattering layer),0.158,-,-,-,0,0
750.0,18.32,0.628,8.63,"0.5 M Lithium Iodide (LiI), 0.05 M Iodide (I2), 0.5 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII) and 0.5 M tert-butylpyridine in acetonitrile (CH3CN)",TiO2 film 15 um thick,0.25,-,-,-,0,0
779.0,10.7,0.69,5.76,"0.6 M tetrabutylammonium iodide, 0.015 M I2, 0.1 M guanidinium thiocyanate and 0.5 M 4-tert-butylpyridine in MeCN",TiO2 film,0.25,-,-,-,0,0
729.0,12.9,0.74,6.9,"1.0 M DMII, 0.15 M I2, and 0.5 M NBB (N-butylbenzimidazole) and 0.1 M guanidinium thiocyanate in 3-methoxypropionitrile",TiO2 film (5 um thick + 4 um scattering layer),0.16,-,-,-,0,0
650.0,16.0,0.69,7.15,0.6 M of N-methyl-N-butylimidazolium iodide (BMII) + 0.1 M of LiI + 0.05 M of I2 + 0.5 M of 4-tert-butylpyridine (TBP) in acetonitrile,TiO2 film (7 um + 5 um scattering layer),0.16,150 nmol/cm2,-,-,0,0
820.0,13.09,0.657,7.05,"0.06 M lithium iodide, 0.60 M 1,2-dimethyl-3-propylimidazolinium iodine (DMPII), 0.03 M I2, 0.5 M 4-tert-butylpyridine (TBP) and 0.10 M GuSCN in acetonitrile",TiO2 film 12 um thick,0.2,-,-,-,0,0
680.0,8.23,0.72,4.01,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,-,-,0,0
700.0,10.72,0.71,5.33,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,dye:CDCA ratio 1:2,-,1,0
600.0,5.46,0.71,2.55,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,-,-,0,0
620.0,7.14,0.72,3.19,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,dye:CDCA ratio 1:2,-,1,0
510.0,1.69,0.67,0.58,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,-,-,0,0
530.0,2.6,0.73,1.01,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.1 mM guanidinium thiocyanate (GuSCN), 0.03 M I2 , 0.05 M LiI, and 0.5 M tert-butypyridine (4-TBP) in a mixed solvent system of acetonitrile (CH3CN)
and valeronitrile (VN) (85:15 v/v)",TiO2 film (9 + 5 um thick),0.25,-,dye:CDCA ratio 1:2,-,1,0
712.0,18.61,0.734,9.7,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (16 um thick),,960 nmol/cm2,10 equiv CDCA,-,1,0
742.0,16.75,0.715,8.9,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (16 um thick),,10 nmol/cm2,2 equiv CDCA,-,1,0
713.0,15.69,0.731,8.2,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (16 um thick),,870 nmol/cm2,5 equiv CDCA,-,1,0
738.0,16.85,0.67,8.3,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.5 M TBP, and 0.05 M LiI in a mixture of acetonitrile−valeronitrile (85:15, v/v)",TiO2 film (8 + 5 um thick),,115 nmol/cm2,-,-,0,0
735.0,16.88,0.682,8.5,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.5 M TBP, and 0.05 M LiI in a mixture of acetonitrile−valeronitrile (85:15, v/v)",TiO2 film (8 + 5 um thick),,21 nmol/cm2,-,-,0,0
731.0,15.6,0.718,8.2,"1.0 M 1,3-dimethylimidazolium iodide (DMII), 0.03 M I2, 0.1 M guanidinium thiocyanate, 0.5 M TBP, and 0.05 M LiI in a mixture of acetonitrile−valeronitrile (85:15, v/v)",TiO2 film (8 + 5 um thick),,7.2 nmol/cm2,-,-,0,0
736.0,19.0,0.649,9.1,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (12 + 4 um thick),,-,-,-,0,0
689.0,15.5,0.677,7.2,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (12 + 4 um thick),,-,-,-,0,0
703.0,14.1,0.704,6.9,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (12 + 4 um thick),,-,-,-,0,0
779.0,16.2,0.678,8.6,"1.0 M 1,3-dimethylimidazolium iodide, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate, and 0.50 M 4-tert-butylpyridine in an 85:15 acetonitrile/valeronitrile mixture",TiO2 film (12 + 4 um thick),,-,-,-,0,0
805.0,12.8,0.748,7.7,"0.25 M [Co(bpy)3]((CF3SO2)2N)2, 0.05 M [Co(bpy)3]((CF3SO2)2N)3 , 0.1 M LiTFSI, and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film (12 + 4 um thick),,-,-,-,0,0
891.0,14.7,0.743,9.7,"0.25 M [Co(bpy)3]((CF3SO2)2N)2, 0.05 M [Co(bpy)3]((CF3SO2)2N)3 , 0.1 M LiTFSI, and 0.5 M 4-tert-butylpyridine in acetonitrile",TiO2 film (12 + 4 um thick),,-,-,-,0,0
680.0,17.48,0.747,8.89,"1-butyl-3-methylimidazolium iodide (1 M), I2 (0.03 M), LiI (0.1 M), 4-tert butylpyridine (0.5 M), guanidine thiocyanate (0.1 M) in acetonitrile and valeronitrile",TiO2 film 18 um thick,0.28,304 nmol/cm2,-,-,0,0
760.0,12.05,0.68,6.46,"0.6 M 3-propyl-1,2-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, and 0.5 M TBP in a mixture of acetonitrile/valeronitrile (V/V:1/1)",TiO2 film (8 um transparent + 4 um scattering layer),0.159,-,-,-,0,0
780.0,14.89,0.6978,8.11,"0.6 M 1-propyl-2,3-dimethylimidazolium iodide, 0.05 M I2, 0.1 M LiI, 0.1 M guanidine thiocyanate, and 0.5 M tert-butylpyridine in acetonitrile and valteronitrile in 85:15 vol ratio",TiO2 film (8 um transparent + 4 um scattering layer),0.09,126 nmol/cm2,-,-,0,0
710.0,16.7,0.73,8.64,"0.6 M DMPII, 0.5 M LiI, 0.05 M I2, 0.5 M TBP in an acetonitrrile",TiO2 14 um thick,,-,-,-,0,0
710.0,16.7,0.73,8.64,"0.6 M 1,2-dimethyl-3-propyl imidazolium iodide, 0.05 M iodine, 0.1 M LiI, and 0.5 M tert-butylpyridine in acetonitrile","TiO2 film (5 um,+4um scattering layer )",,-,-,-,0,0
710.0,16.7,0.73,8.64,"0.6MDMPII, 0.5MLiI, 0.05M I2, 0.5 M TBP in an acetonitrile solution",TiO2 film (13 um thick),,-,-,-,0,0
710.0,16.7,0.73,8.64,"0.6 M DMPII, 0.5 M LiI, 0.05 M I2, 0. 5 M TBP in acetonitrile",TiO2 film (12 um thick + 2 um scattering layer),0.16,-,-,-,0,0
701.0,15.84,0.713,7.91,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI and 0.05 M I2 in acetonitrile and 4-tert-butylpyridine (volume ratio, 1:1)",TiO2 film (12 um transparent + 6 um scattering layer),,-,-,-,0,0
