Formula,A_ion,B_ion,X_ion,Bandgap,ETL,HTL,Backcontact,Antisolvent,Solvent,Solv_annel,Anneal_temp,Dep_procedure,Synth_atm,Cell_area,Is_module,Voc,Jsc,FF,PCE,entry_id
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,70.0,Spin-coating,N2,0.1,False,1.05,20.49,0.73,15.63,IiSoayxY-cEBfKeAloRC_oSEPKRe
MAPbI3,MA,Pb,I,1.6,PCBM-60 | Bphen,PEDOT:PSS,Ag,Unknown,DMF >> IPA,False,70.0 >> 100.0,Spin-coating >> Spin-coating,Unknown,0.1,False,0.84,15.84,0.7120000000000001,9.48,IiU0V-L4vF8K8bXGyr8HvWJKMBWB
Cs0.05FA0.83MA0.12PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,1.12,22.04,0.778,19.4,IidE5PQTL1HNV96cC4RBqF4CIFcs
MAPbI3,MA,Pb,I,1.6,PCBM-60 | AZO-np | SnO2-c,PEDOT:PSS,Ag,Unknown,Unknown,False,100.0,Spin-coating,N2,0.1,False,0.88,18.6,0.777,12.2,Iil-oZxQfs237qoKrwZUsHaHZ-mY
CsPbBrI2,Cs,Pb,Br; I,,TiO2-c,NiO-np,Au,Diethyl ether,DMF; DMSO,False,260.0,Spin-coating,N2,0.09,False,1.13,14.38,0.55,7.54,IimERzREPxAkK_l63R__nJeIfF3z
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,C60 | BCP,XY1,Cu,Ethyl acetate,DMF; DMSO,False,100.0,Spin-coating,Unknown,1.0,False,1.1,21.52,0.753,17.82,IimP59zU_KkYIUDfBMAmhHrEN3Wz
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiO-np,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,1.02,False,1.03,14.6,0.64,9.72,IitN_QjHp7BE0tow9T3oS8fskiyh
CsFA0.83MA0.17PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,,TiO2-c | SWCNTs; TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.055,23.411,0.73,18.09,Ij3r32C1hlBAdnkEcCXLHMVoE6ih
Cs0.05FA0.85MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,,PCBM-60 | Zr(acac)4,NiO,Ag,Ethyl acetate,DMF; DMSO,False,100,Spin-coating,N2,0.16,False,0.87,17.92,0.598,9.31,IjFZxT1p1fOQpRC20cDOMS4hra2m
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF,False,Unknown,Spin-coating,Unknown,0.09,False,1.0,20.5,0.687,14.1,IjMWKWFosjjO3o6kHSauq-5rEFCy
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,MeO-PPV | PFN-P2,Cu,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,0.97,15.7,0.735,11.2,Ija74GCKnXWSO8qFTA8HpqLbEx55
Cs0.05FA0.79MA0.16PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,1.5,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.12,False,1.14,24.4,0.76,21.1,Ijdssk1_hrF3NSeXPI57Z5PGwjTs
CsPbI3,Cs,Pb,I,1.73,TiO2-c,PTB7,MoO3 | Ag,Unknown,Octane >> Octane >> Octane >> Octane,False,Unknown,Spin-coating >> Spin-coating >> Spin-coating >> Spin-coating,Air >> Air >> Air >> Air,0.00725,False,1.27,12.39,0.8,12.35,IjejSzM18mB0oPk9-xhV33yFccy8
MAPb0.75Sn0.25I3,MA,Pb; Sn,I,1.35,PCBM-60 | BCP,PEDOT:PSS,Ag,Unknown,DMF; DMSO,False,120.0,Spin-coating,N2,0.09,False,0.73,23.76,0.8079999999999999,12.0,IjgNke-T1Mdj0FgopNND1jYjg1j1
FA0.95MA0.05PbBr0.15I2.85 | (HTAB)0.03FA0.95MA0.05PbBr0.15I2.85,FA; MA | (HTAB); FA; MA,Pb | Pb,Br; I | Br; I,,TiO2-c | TiO2-mp,P3HT,Au,Diethyl ether,DMF; DMSO >> IPA; o-dichlorobenzene,False,150.0 >> 150,Spin-coating >> Spin-coating,Unknown,0.0935,False,1.145,24.92,0.799,22.8,Ik7otejXp50-JLAfnbXDb1pjp7Dp
MAPbI3,MA,Pb,I,1.6,ZnO-c | ZnO-mp | PEI,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,70.0 >> 70.0,Spin-coating >> CBD,N2 >> N2,0.25,False,1.01,23.9,0.72,17.38,IkH2g3Oe_bKvT7eFPheOBZLdBx9a
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Chlorobenzene,DMSO,False,100.0,spin-coatng,Unknown,0.09,False,1.11,21.8,0.713,17.17,IkLDVm6O6AZhf1TAiCsUbUo3ixid
MAPbI3,MA,Pb,I,1.63,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO >> IPA,False,Unknown >> 100.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.079,20.62,0.674,15.38,IkN5qZGT24gyLaaK3ZlxDBANLQrf
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ba | Al,Unknown,DMF,False,100.0,Spin-coating,N2,0.1,False,0.75,20.67,0.68,10.58,IkQOkVbfCxORXZi_2A4yQFob9h6X
nannannan,,,,,Unknown,Unknown,,,,False,,,,,False,,,,,IkYmP7bZk7aKreDZIIeFDeo7QU5u
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Chlorobenzene,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.1,False,0.96,20.58,0.6729999999999999,13.3,Iki-sgJRIyBgCWOrMKkDiGDF-C5W
Cs0.05FA83MA17PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.06,20.07,0.78,16.53,Il0FyEPICfYQ8SOvKIA8nFRgUOSM
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF,False,100; 100,Spin-coating,N2,0.1,False,0.79,20.14,0.5660000000000001,9.0,Il3jhXoh6MLCjD3RaE0-1ITpAB6z
MAPbI3,MA,Pb,I,1.6,PCBM-60 | C60 | BCP,PTAA,Cu | Au | BCP,Toluene,DMF; DMSO,False,65; 100,Spin-coating,Unknown,0.075,False,1.08,20.6,0.741,16.5,Il5g2nJrcCBuHr53e4scHhI1aQTx
MAPbI3 | CsPbBr3,MA | Cs,Pb | Pb,I | Br,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA >> Toluene,False,70 >> 150 >> 70,Spin-coating >> Spin-coating >> Spin-coating,Unknown,0.15,False,1.0,20.8,0.71,14.8,IlDPuHJndW8vELjmaoMsg1-ZR9G_
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,GBL,False,100.0,Spin-coating,Air,0.1,False,0.92,15.0,0.736,10.12,IlUI9gPxeg-2qxBnBgvVdATrfBEQ
MAPbI3,MA,Pb,I,1.55,PCBM-60,NiO-c | PS,Ag,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.25,False,1.092,22.1,0.7440000000000001,17.95,IlafsTYFR1F3E6SzQ7obsMe88Tqx
FA0.87MA0.13PbBr0.13I2.83,FA; MA,Pb,Br; I,,SnO2-np,none,Carbon,Unknown,DMF; DMSO >> DMF; IPA,False,Unknown >> 140.0,Spin-coating >> Spin-coating,Air >> Air,0.08,False,,,,,IlcmnhemE8UhLRpV7K2asugLO8yU
Cs0.05FA0.79MA0.16Pb0.5Sn0.5I3,Cs; FA; MA,Pb; Sn,I,,TiO2-c,NaYF4:Yb:Tm-np | Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.07,False,1.03,24.03,0.69,17.1,IlpDgux8WO2VIEHh0R59PxY_64rl
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-nw,Spiro-MeOTAD,Au,Unknown,DMF,False,110,Spin-coating,Ar,0.1,False,0.83,21.3,0.64,11.5,IlqlDvL5D0_LPCrmz_g0D4hrtw7v
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,SM13,Ag,Chlorobenzene,DMF,False,100.0,Spin-coating,N2,0.09,False,0.96,17.7,0.71,12.2,IlqlG8U9GqP9DHgtr3n0zHchvFeA
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.09,False,1.055,22.38,0.65,15.28,IltTwZ_M5nDBQU49MCXhXHCfyaTZ
Cs0.17FA0.83PbBr0.51I2.49,Cs; FA,Pb,Br; I,,SnO2-c,Spiro-MeOTAD,Ag,Anisole,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.0925,False,1.09,21.9,0.73,17.1,Im4VBwk2vsYqKuOEge-kSPhEoizj
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,HS-Ph-CN | Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,1.0,False,,,,,ImDmol13GTLz0LgIhT5lDEf5QnMB
MAPbI3,MA,Pb,I,1.6,C60 | BCP,PEDOT:PSS,Ag,Diethyl ether,DMF,False,100.0,Spin-coating,Air,0.1,True,1.01,21.5,0.77,16.72,ImQrtYPhBDIPyo536ZHp3n6VN__y
FAPbI3,FA,Pb,I,1.48,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,100 >> 150,Spin-coating >> CBD,Unknown,0.123,False,0.988,18.7,0.562,10.38,In-hFohbOTCyqDNtI7-oaA2qRDvV
MAPbI3,MA,Pb,I,1.58,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,Methylamine >> Methylamine,False,Unknown >> 50.0,Dropcasting >> Pneumatic pressure,Air >> Air,0.09,False,,,,19.0,In3OO2LRtjHDl4FIE9tAKiUbx1vf
MAPbI3,MA,Pb,I,1.6,SnO2,Spiro-MeOTAD,Au,Diethyl ether,DMF; DMSO,False,100,Spin-coating,Unknown,0.12,False,1.07,21.6,0.6509999999999999,15.05,In4D9w1Yg0ljTmc4WOMbXOHLkiIy
FA0.97MA0.03PbBr0.09I2.91,FA; MA,Pb,Br; I,,C60 | BCP,PEDOT:PSS,Ag,Diethyl ether,DMF,False,130.0,Spin-coating,Air,2.8,True,1.02,22.55,0.72,16.24,In9w-It3vWtL4CZYPjEBu6lXls1z
CsPbBr3,Cs,Pb,Br,,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF >> Methanol,False,90.0 >> 250.0,Spin-coating >> Spin-coating,Air >> Air,0.09,False,1.524,7.34,0.845,10.12,InTTexvfU3e5LzEGOKaYfghbA9xR
MAPbBr1.2I1.8,MA,Pb,Br; I,1.77,TiO2-c,PTAA,Au,Unknown,DMF,False,110.0,Spin-coating,N2,0.13,False,1.11,13.3,0.72,10.6,InUpHdcM4sP8pF-U7JSZjEOUVqW9
Cs0.1FA0.9PbI3,Cs; FA,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 130,Spin-coating >> CBD,Unknown,0.2,False,1.03,22.28,0.735,16.9,InVIRXDH3GGumpst8pacKZPXbRp5
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,SnO2-np,Spiro-MeOTAD,Au,Toluene,DMF; DMSO,False,110.0,Spin-coating,Unknown,0.16,False,1.03,19.18,0.528,10.43,InXfDUogXE62oLcpQdcPe_rqHlu-
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiMgLiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.055,20.38,0.75,16.18,InazEDuzsdImIarLmcUqHqXIGHJ-
FAPbBr0.1I2.9,FA,Pb,Br; I,,PCBM-60 | LiF,NiO-c,Ag,Diethyl ether,DMF; DMSO,False,20; 100,Spin-coating,N2,0.1,False,0.895,0.098,0.7440000000000001,20.4,Indn8NJiZKewHn1SLXnfDDeRzrw7
MAPbI3,MA,Pb,I,1.6,TiO2-c,SAF-5,MoO3 | Ag,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,N2,0.1,False,,,,,IniGa4c0ODkSRY5pKUjN3_W0oq1t
MA0.01Mg0.01Pb0.99I3,MA,Mg; Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spin-coating,N2,0.09,False,0.89,18.7,0.648,10.8,Inw6l_gtelRk3veKLb4GjaHczYnN
MA3PA2Pb4I13,MA; PA,Pb,I,1.63,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMSO; GBL,False,70,Spin-coating,Unknown,0.066,False,0.83,19.06,0.55,8.8,Io36atd16ThT-52Q85wTj-aYfUPq
Cs0.05FA0.83MA0.12PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,1.6,TiO2-c | ZIF-8,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,Unknown,Spin-coating,N2,,False,1.18,20.95,0.59,15.9,IoILTZlXS--Y5aokawy212qcpO2F
Cs0.08FA0.77MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,1.6,C60 | BCP,PTAA,Cu,Ethyl acetate,DMF; DMSO,False,100,Spin-coating,N2,0.16,False,1.081,18.62,0.699,14.07,IoIX8zV9f4HGAA_HueYiwQ-TTDQP
Cs0.05FA0.7885MA0.1615PbBr0.34I2.66,Cs; FA; MA,Pb,Br; I,,C60 | BCP,PEDOT:PSS,Ag,Ethyl acetate,DMF; DMSO,False,105.0,Spin-coating,N2,0.05,False,,,0.68,10.0,IoTLk1Z01mE9S1KGQ7WpS8jM590y
MAPbI3,MA,Pb,I,1.6,PCBM-60,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.06,False,1.01,16.75,0.7,12.21,IoTchtRlyua37-PoBC_2FKX2qWKY
FA0.1MA0.9PbI3,FA; MA,Pb,I,,TiO2-c,Spiro-MeOTAD,Au,Vacuum,DMF,False,120.0,Spin-coating,Air,0.1,False,1.09,23.45,0.7809999999999999,19.97,IokSYnphS60Wh2k39CPCS5DP9rmj
MAPbI3,MA,Pb,I,1.5,PCBM-60,PEDOT:PSS,Ag,Unknown,DMF,False,100,Spin-coating,N2,0.1,False,0.83,15.2,0.58,7.38,IorV0-UZZGmOZ1cHcALlyPNCQ6mr
Cs0.1FA0.9PbBr0.51I2.49,Cs; FA,Pb,Br; I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,H2O >> IPA,False,70.0 >> 100.0,Spin-coating >> CBD,Air >> Air,0.126,False,0.85,19.0,0.63,10.2,Iov6do4gcN5E-slhKDyMOcFXehD5
MAPbI3,MA,Pb,I,1.6,PCBM-60,NiO-np,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,1.07,15.92,0.737,12.55,Ip17L3Vk9sYKsk_A5v7y6Y1GqWqK
FA0.85MA0.15PbBr0.15I0.85,FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,CuSCN,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.16,False,1.06,20.86,0.701,15.43,IpMftMgMqS7as862V-4JBzi3Zhfl
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.102,22.28,0.7659999999999999,18.81,IpMhavCcWmzncZ5x7VLngdJz21iS
MAPbI3,MA,Pb,I,1.5,Nb2O5,Spiro-MeOTAD,Au,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.0725,False,1.05,22.4,0.73,17.2,IpN24YLRiJglxo7jsmJdrHwesSnA
MAPbI3,MA,Pb,I,1.6,ZrO2-np,Spiro-MeOTAD,Au,Unknown,DMF,False,100.0,Spray-coating,Air,0.1,False,1.0,13.6,0.69,9.4,IpO0drMUnWoCH_xdi9dAjZsJ4W5v
Cs0.15FA0.255MA0.595PbI3,Cs; FA; MA,Pb,I,,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,150.0,Spin-coating >> Spin-coating,Unknown,0.159,False,1.039,21.1,0.743,16.3,Ipd-vDv7oMawlXaSi-SYkNuspESv
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Ar,DMF,False,Unknown,Spin-coating,Unknown,0.16,False,0.99,20.8,0.64,13.1,Iq3wXPAluMhs6WN3POh9coK_ot1n
MAPbBr0.45I2.55,MA,Pb,Br; I,,TiO2-c | TiO2-mp,PTAA,Au,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.16,False,1.12,19.65,0.76,16.72,IqKZgmoiLTRIC-vyU7jAHadtphkQ
MAPbI3,MA,Pb,I,1.57,SnO2-np,2-MP | Spiro-MeOTAD,Au,Unknown,DMF; DMSO,False,100.0,Spin-coating,Air,0.09,False,1.16,22.61,0.774,20.28,IqYQ8xCs8OMbV0kd70N0kMWriKGX
MAPbI3,MA,Pb,I,1.6,SnO2-c,Spiro-MeOTAD,Ag,Unknown,DMF; DMSO,False,80,Spin-coating,N2,0.07,False,1.07,20.02,0.48,10.27,IqaBWjix7U6pOdovRUgjqWkYPsXN
MAPbI3,MA,Pb,I,1.6,PEI,Spiro-MeOTAD,Au,Chlorobenzene,DMF,False,Unknown,Spin-coating,N2,0.1,False,0.95,17.88,0.731,12.42,IqhF7Ksyse3ihVBSrn5TRw0S-bLM
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,AV-Carbon; MAI,Unknown,GBL,False,100.0; 100.0,Spin-coating,Unknown,0.09,False,1.046,21.25,0.71,15.78,IqpzAcRhN2jdFlWP4CxVF5MBILTb
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiO-np,Au,Unknown,Unknown,False,Unknown,Unknown,Unknown,0.1,False,1.04,17.82,0.619,11.47,Ir0xYn7KwMY_y2G_Evayy2W0U27u
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Ag,Unknown,DMF,False,95.0,Spin-coating,N2,0.072,False,1.02,22.04,0.72,16.28,IrJp6nl-ynazZwm7eRJxqtKXmRtd
MAPbI3,MA,Pb,I,1.58,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Chlorobenzene,DMSO,False,100.0,Spin-coating,Unknown,0.1,False,1.04,21.77,0.74,16.98,IrOtsopSQBcdkoXYsg1cRE_8xR7g
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-nw,Spiro-MeOTAD,Au,Toluene,DMSO,False,Unknown,Spin-coating,Unknown,0.03,False,1.05,23.23,0.78,18.4,IrY6bIHq1hCGIMG8-orIiJIEDeb1
CsPbBrI2,Cs,Pb,Br; I,,ZnO-np,P3HT,Au,Hot air,DMSO,False,280.0,Spin-coating,Air,0.09,False,1.138,12.088,,,IrbxuR5HeyOKmK1v9RQg33F3QVLb
MAPbI3,MA,Pb,I,1.6,PCBM-60 | Bphen,PEDOT:PSS,Ag,Unknown,DMF,False,100.0,Spin-coating,N2,0.05725,False,0.92,20.49,0.71,13.98,IrsvjV2nA84YsETLXQx8qPifzGwD
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PEI,Au-np | NiO-c,Ag,Diethyl ether,DMF,False,60; 100,Spin-coating,Unknown,0.09,False,0.87,15.2,0.547,7.3,IrykZzh9qOa_PWc9fTpSkTSp44jJ
Cs0.05FA0.8MA0.15PbBr0.55I2.55,Cs; FA; MA,Pb,Br; I,1.61,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMF; DMSO,False,100,Spin-coating,N2,0.1,False,1.12,22.77,0.755,19.24,IsC2M-lxQ7CTiRpKhe6zCJ0adCMj
FA0.9MA0.1PbBr0.1I2.9,FA; MA,Pb,Br; I,1.52,SnO2-np,PTAA,Ag,Unknown,DMF; DMSO >> IPA,False,75.0 >> 100.0,Spin-coating >> Spin-coating,Air >> Air,0.1,False,1.06,22.77,0.7809999999999999,18.91,IsEKvdd1VSv4mTP-f0cyRtHvU9OR
MAPbI3,MA,Pb,I,1.6,TiO2-c,PTAA,Au,Unknown,DMF,False,90.0,Spin-coating,N2,0.13,False,0.79,20.9,0.691,11.4,IsFkSUVApug6-FSjBq4yzZP8VQXv
MAPbI3,MA,Pb,I,1.6,TiO2-nw,Spiro-MeOTAD,WO3 | Ag,Unknown,DMF >> IPA,False,70.0 >> 110.0,Spin-coating >> Spin-coating,N2 >> N2,0.13,False,0.82,14.72,0.589,8.82,IsGBVqjoeqUWxiPzO5KO_3RzO74_
Cs0.05FA0.79MA0.16PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,none,Carbon,Unknown,DMF; DMSO,False,Unknown,Spin-coating,Unknown,0.102,False,0.9,19.93,0.65,11.74,IsPvptt83HERdSUymbmP73AJ7bEc
MAPbI3,MA,Pb,I,1.6,N2200; PFN-Ox | bis-C60,NiO-c,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.1119999999999999,False,1.09,20.5,0.754,16.84,IsRCj57U96tBTXFDNXIX_MMlZwB3
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,YKP03,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.16,False,0.98,20.4,0.7040000000000001,14.07,IsXNp2_BWvt-O3382LjcI3asCADp
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,N2,0.11,False,1.02,19.12,0.62,12.0,IsZesjrJxJf5HFSeemb7nIdjw1ip
FA0.83MA0.17PbBr0.51I2.49,FA; MA,Pb,Br; I,,SnO2-np,Cu3SbS4-np,Au,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.1,False,0.8,19.4,0.56,8.7,Is_kWj2bXlUt6M0OhFKfUAyfQNTj
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Toluene,DMSO; GBL,False,50.0; 100.0,Spin-coating,Unknown,0.1,False,1.031,20.54,0.727,15.4,Isfwrkqb-1XUChz16ymLsTKuvhx_
MAPbI3,MA,Pb,I,1.6,PCBM-60 | PFN,p-PFP-O | PTAA,Al,Diethyl ether,DMF; DMSO,False,100.0,Spin-coating,N2,0.0464,False,0.93,18.94,0.69,12.1,Isysp63pErlYYvvbOmTcP13Zx0lg
MAPbI3,MA,Pb,I,1.51,TiO2-c | TiO2-mp,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 70.0,Spin-coating >> CBD,Unknown,0.16,False,0.95,20.9,0.7,13.8,ItJSriqx3Ra5AhETJlESY2n7Dnsh
FAPbI3,FA,Pb,I,1.48,TiO2-c,Spiro-MeOTAD,Au,Unknown,none >> none,False,Unknown >> 160.0,Evaporation >> Gas reaction,Vacuum >> FAI,0.1689999999999999,False,0.97,21.6,0.62,13.0,ItVbCWhyGslJBtaoutUuUjMsjz_q
Cs0.05FA0.79MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,,TiO2-c | TiO2-mp,YR3,Au,Trifluorotoluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.15,False,1.038,22.97,0.748,17.84,ItaHq770yJEjkIZC9TuzJQDC9JiS
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Chlorobenzene,DMSO; GBL,False,100.0,Spin-coating,N2,0.09,False,1.09,21.15,0.738,16.96,ItdataZNtgdLq9clDKxr1SAbtgAA
MAPbI3,MA,Pb,I,1.6,Unknown,Spiro-MeOTAD,Ag,Toluene,DMF; DMSO,False,100.0,Spin-coating,Unknown,0.12,False,0.97,20.82,0.6629999999999999,13.39,ItrEzLgngAXIRCe4My3exMl0bPoy
MAPbI3,MA,Pb,I,1.55,TiO2-np,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,70.0 >> 150.0,Spin-coating >> Spin-coating,N2 >> N2,0.09408,False,,,,,IuAgnpIVoUaW0a_PgCLHWs4_ZYvY
Cs0.17FA0.83PbBr1.5I1.5,Cs; FA,Pb,Br; I,1.8,PCBM-60 | SnO-c | SnZnO,NiO-c,Al,Anisole,DMF; DMSO,False,70.0,Spin-coating,N2,0.2,False,1.12,15.1,0.58,9.8,IuDu9_C0njlNaRE3ZYDrL_DQvjwL
FA0.9MA0.1PbBr0.3I2.7,FA; MA,Pb,Br; I,1.5,C60 | SnS,NiO,Ag,Chlorobenzene,DMF; DMSO,True,100.0,Spin-coating,N2,0.11,False,,,,16.16,IuEDBAUoH-2hD4651rbqiam6Et-8
MAPbI3,MA,Pb,I,1.6,PCBM-60,PEDOT:PSS,Au,Unknown,Unknown,False,95.0,Spin-coating,Unknown,0.1,False,0.88,19.18,0.705,11.9,IuN2FL8gcQUfw75e4vEvCnGX9do6
MAPbI3,MA,Pb,I,1.6,TiO2-c,Spiro-MeOTAD,Au,Unknown,DMF >> IPA,False,Unknown >> 100.0,Spin-coating >> CBD,N2 >> N2,0.1,False,1.04,20.7,0.67,14.42,IuNDTUtPlz4BIwBKHxYYwDHH_mGN
MAPbI3,MA,Pb,I,1.6,PCBM-60,none,Ag,Chlorobenzene,DMF,False,80.0,Spin-coating,N2,0.1,False,1.09,20.0,0.672,14.7,IuOq64bqYHOcdZl6gYgiWdEe5PwA
MAPbI3,MA,Pb,I,1.55,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,GBL,False,100.0,Spin-coating,Unknown,0.1,False,0.889,17.57,0.5670000000000001,8.85,IuT5OxJ7garmW0Bu05QkqxNQ41iU
MAPbI3,MA,Pb,I,1.6,TiO2-c | TiO2-mp,Spiro-MeOTAD,Ag,Unknown,DMF >> IPA,False,Unknown >> 100.0,Spin-coating >> Spin-coating,Unknown,0.1,False,0.98,20.97,0.42,8.63,IuU4MgQUqvWTtuXmPG94RPwrUNVu
MAPbI3,MA,Pb,I,1.6,PCBM-60 | BCP,NiMgLiO,Ag,Toluene,DMSO; GBL,False,100.0,Spin-coating,Unknown,0.09,False,1.0659999999999998,21.479,0.726,16.61,Iuak6ONYY6Os0m9XA2nPN2BvFyBG
FA0.5MA0.5Pb0.5Sn0.5I3,FA; MA,Pb; Sn,I,,PCBM-60 | ZnO-np,PEDOT:PSS,Ag,Chlorobenzene,DMF; DMSO,False,100.0,Spin-coating,N2,0.04,False,0.66,27.8,0.6829999999999999,12.5,IuhC6L15WU1Tsw164zljIRdxp-6n
FA0.9MA0.1PbBr0.1I2.9,FA; MA,Pb,Br; I,1.56,SnO2-c,Spiro-MeOTAD,Au,Unknown,DMF; DMSO >> IPA,False,Unknown >> 150.0,Spin-coating >> Spin-coating,N2 >> N2,0.125,False,1.04,22.4,0.7709999999999999,17.96,IurE11-Aicmc38H47GMpa-twDNVx
